,datetime,tweetid,text,username,userid,value
134,Fri Apr 07 14:41:12 +0000 2017,8.50357797602693E+017,"RT @niklassvensson: Uppgifterna om skottlossning vid Fridhemsplan dementeras av polisen, uppger SVT.",Simon Stålenhag,54464318,neg
135,Fri Apr 07 14:40:23 +0000 2017,8.5035759160363E+017,RT @niklassvensson: Polisen bekräftar för Expressen att skottlossning har ägt rum vid Hötorget,Nils,398608269,pos
136,Fri Apr 07 14:57:51 +0000 2017,8.50361987271971E+017,"Vad som är bekräftat förutom lastbilden är alltså skottlossning vid Åhléns och vid Hötorget, inte Fridhemsplan.",Vera Maria Olsson,253241788,pos
137,Fri Apr 07 14:57:24 +0000 2017,8.50361873660879E+017,Enligt polisen är ingen gripen och förekommer heller ingen skottlossning. Sprid inte obekräftade uppgifter och håll er lugna!,Robert Damberg,56359855,pos
138,Fri Apr 07 14:57:10 +0000 2017,8.50361816899367E+017,@junghooked neeeeeej polisen har uttryckligen sagt att det inte har varit NÅGON skottlossning nära eller i fridhem,Leia,2316035227,pos
139,Fri Apr 07 14:56:31 +0000 2017,8.50361651618513E+017,@JournalistLisah @JohanpolisBD Fast polisen på sin hemsida har dementerat uppgifter om skottlossning,Freckles and Brave🐒,937708730,neg
140,Fri Apr 07 14:52:09 +0000 2017,8.50360555231728E+017,"@AkashaWingates Onödig skräck? Det är ALLA gånger bättre att vara rädd och extra försiktig.
Min vän som BOR på Fridhemsp hörde skottlossning",SEIKE,94083342,pos
141,Fri Apr 07 14:51:17 +0000 2017,8.50360335869649E+017,"Polisen dementerar skottlossning.
SPRID INTE RYKTEN!
https://t.co/OZp3skVgaz",Irritator Rex,193002668,neg
142,Fri Apr 07 14:50:49 +0000 2017,8.50360216378061E+017,"@A_Goransson Ingen bekräftad skottlossning tydligen, men de håller på att utrymma. Så fortfarande osäkert. Tyvärr. :(",Kim Orremark,189829025,neg
143,Fri Apr 07 14:54:47 +0000 2017,8.5036121613661E+017,"RT @niklassvensson: Uppgifterna om skottlossning vid Fridhemsplan dementeras av polisen, uppger SVT.",Jens Nasstrom,324716950,neg
144,Fri Apr 07 14:41:24 +0000 2017,8.5035784988049E+017,"@F_Joensson @DanSandberg95 Har sett massa tweets om skottlossning hit och dit. Sluta spä på oron och rädslan Dan, d… https://t.co/KTwlFzvbli",NikoBetting,3129347219,neg
145,Fri Apr 07 14:40:57 +0000 2017,8.5035773650425E+017,"Har hört att det var skottlossning vid Globen också? Är inte alls säker men hört från två vänner att det var så, vet inte vart de hört det.",My ♪,2405124659,pos
146,Fri Apr 07 14:54:31 +0000 2017,8.50361147840713E+017,"* Skottlossning har skett på Hötorget och på Åhléns, enligt uppgifter till Expressen.""",Jarkko Währn,2856376997,pos
147,Fri Apr 07 15:12:17 +0000 2017,8.50365620025782E+017,"RT @Claes_Hemberg: Påkörningen på Drottninggatan: 
Tre döda.
Ingen skottlossning har ägt rum, säger polisen till ekot.
Låt oss inte sprida…",Karin Johansson,3938003163,neg
148,Fri Apr 07 15:12:11 +0000 2017,8.50365593635172E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",Christer Blank,333288670,neg
149,Fri Apr 07 15:11:58 +0000 2017,8.50365538610098E+017,RT @Republiken: Helt fucking sinnes att media hoppade på och började sprida rykten om skottlossning och ljög om att polisen bekräftat. Avgå…,- | Tobias Viltonius,333098071,neg
150,Fri Apr 07 15:10:57 +0000 2017,8.50365284636664E+017,"RT @IntiChavezPerez: Obs, polisen har uttryckligen gått ut med att de INTE har bekräftat skottlossning. Sprid inte andra uppgifter.",Kari Salmela,84417802,neg
151,Fri Apr 07 15:08:33 +0000 2017,8.50364679075582E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",Kalle,4243826007,neg
152,Fri Apr 07 15:08:17 +0000 2017,8.50364613946479E+017,"RT @Expressen: Polisen bekräftar skottlossning vid Hötorget och vid Åhlens, enligt uppgifter till Expressen.
https://t.co/YSDkE6sHHD https:…",Sarah,27426002,pos
153,Fri Apr 07 15:07:55 +0000 2017,8.50364519310397E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",Spiken,2332746309,neg
154,Fri Apr 07 15:07:51 +0000 2017,8.50364505913795E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",Linnea,618063,neg
155,Fri Apr 07 15:11:59 +0000 2017,8.50365546088497E+017,"RT @dagensnyheter: JUST NU: Skottlossning på Fridhemsplan i Stockholm, enligt källor till DN https://t.co/7F4fSBafmk https://t.co/I8RPVi7DpR",sam lang,2256626593,pos
156,Fri Apr 07 15:07:23 +0000 2017,8.50364385214202E+017,"RT @Expressen: Polisen bekräftar skottlossning vid Hötorget och vid Åhlens, enligt uppgifter till Expressen.
https://t.co/YSDkE6sHHD https:…",LivsGuru,109371024,pos
157,Fri Apr 07 15:07:15 +0000 2017,8.50364353941569E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",- | Tobias Viltonius,333098071,neg
158,Fri Apr 07 15:07:13 +0000 2017,8.50364346257605E+017,"RT @Expressen: Polisen bekräftar skottlossning vid Hötorget och vid Åhlens, enligt uppgifter till Expressen.
https://t.co/YSDkE6sHHD https:…",Harriet Bäckström,2331782069,pos
159,Fri Apr 07 15:07:12 +0000 2017,8.50364339366371E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",Sanogo fan #1,198149206,neg
160,Fri Apr 07 15:07:11 +0000 2017,8.50364334635192E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",Bicycle Repairperson,136674782,neg
161,Fri Apr 07 15:06:30 +0000 2017,8.50364165243929E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",Jonathan Harley,310943132,neg
162,Fri Apr 07 15:06:19 +0000 2017,8.50364118343315E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",Magnus Ericsson,144932966,neg
163,Fri Apr 07 15:26:24 +0000 2017,8.50369174266425E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Privilegierad,1670401268,none
164,Fri Apr 07 15:21:02 +0000 2017,8.50367821322175E+017,RT @SaraAbdollahi__: Polisen dementerar skottlossning vid Fridhemsplan. Tänk på att inte sprida obekräftade rykten för det späder på allas…,Lady Dahmer,301491473,neg
165,Fri Apr 07 15:19:46 +0000 2017,8.50367502962098E+017,RT @fakejullan: POLISEN DEMENTERAR UPPGIFTER OM SKOTTLOSSNING PÅ FRIDHEMSPLAN ENLIGT SVT,Lotty🌙,7.15605249667498E+017,neg
166,Fri Apr 07 15:18:33 +0000 2017,8.50367197591548E+017,"RT @IntiChavezPerez: Obs, polisen har uttryckligen gått ut med att de INTE har bekräftat skottlossning. Sprid inte andra uppgifter.",Hans-Erik Eriksson,761778661,neg
167,Fri Apr 07 15:18:07 +0000 2017,8.50367090120905E+017,RT @SaraAbdollahi__: Polisen dementerar skottlossning vid Fridhemsplan. Tänk på att inte sprida obekräftade rykten för det späder på allas…,Joel Josefsson,108078316,neg
168,Fri Apr 07 15:12:56 +0000 2017,8.50365783276442E+017,RT @Republiken: Helt fucking sinnes att media hoppade på och började sprida rykten om skottlossning och ljög om att polisen bekräftat. Avgå…,Emma ⚢☭,584022841,neg
169,Fri Apr 07 15:12:31 +0000 2017,8.50365679945621E+017,RT @TobiasSkoldborg: Skottlossning vid Fridhemsplan DEMENTERAT av polisen. enl SVT,Waleed,126082358,neg
170,Fri Apr 07 15:10:58 +0000 2017,8.50365290252816E+017,"RT @IntiChavezPerez: Obs, polisen har uttryckligen gått ut med att de INTE har bekräftat skottlossning. Sprid inte andra uppgifter.",IFK1897,8.47225378649264E+017,neg
171,Fri Apr 07 15:08:49 +0000 2017,8.50364748726239E+017,"RT @IntiChavezPerez: Obs, polisen har uttryckligen gått ut med att de INTE har bekräftat skottlossning. Sprid inte andra uppgifter.",emo twink,893559788,neg
172,Fri Apr 07 15:06:17 +0000 2017,8.50364109468168E+017,RT @Ivarpi: Enligt uppgift till Expressen är skottlossning bekräftad vid Åhléns City och Hötorget.,Eva Andersson,2221466498,pos
173,Fri Apr 07 15:05:29 +0000 2017,8.50363907613098E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",Kristoffer,43708152,neg
174,Fri Apr 07 15:11:11 +0000 2017,8.50365342060868E+017,"#drottninggatan #sweden #stockholm
@polisen_sthlm om händelserna 16:36 var uppgifter om skottlossning ej bekräftade. https://t.co/1m7vex00Vj",Chrille Hedberg,967724035,neg
175,Fri Apr 07 15:05:48 +0000 2017,8.50363987397161E+017,"Så här skrev polisen kl 16.36:
Det finns uppgifter om skottlossning/smällar från olika delar av stan. Detta kan i nuläget inte bekräftas.",Petter Malmhester,124108551,neg
176,Fri Apr 07 15:41:46 +0000 2017,8.50373040798134E+017,"@tirithen Jag bara funderade, inget bekräftade att det varit skottlossning. Kan säga att det var lugnt att ta sig runt på Fridhemsplan.",Håkan Brovell,42877302,neg
177,Fri Apr 07 15:39:01 +0000 2017,8.50372349778166E+017,"RT @Claes_Hemberg: Påkörningen på Drottninggatan: 
Tre döda.
Ingen skottlossning har ägt rum, säger polisen till ekot.
Låt oss inte sprida…",A Hellman,330941599,neg
178,Fri Apr 07 15:36:47 +0000 2017,8.503717859881E+017,"RT @polisen_sthlm: 2017-04-07 17:08, Misshandel, Sollentuna Samtal om ljud som beskrevs som skottlossning i Rotebro. https://t.co/yTBwoBJOe9",Isabelle Hood,7.73266609976652E+017,none
179,Fri Apr 07 15:36:45 +0000 2017,8.50371776496505E+017,RT @niklassvensson: Polisen bekräftar för Expressen att skottlossning har ägt rum vid Hötorget,Annika Poutiainen,221404857,pos
180,Fri Apr 07 15:36:08 +0000 2017,8.50371623412801E+017,RT @niklassvensson: Polisen bekräftar för Expressen att skottlossning har ägt rum vid Hötorget,David McDuff,405407239,pos
181,Fri Apr 07 15:30:21 +0000 2017,8.50370166911361E+017,"RT @Claes_Hemberg: Påkörningen på Drottninggatan: 
Tre döda.
Ingen skottlossning har ägt rum, säger polisen till ekot.
Låt oss inte sprida…",Patrik Forsström,150797817,neg
182,Fri Apr 07 15:31:51 +0000 2017,8.50370545887494E+017,RT @dagensnyheter: JUST NU: Uppgifter om skottlossning på Hötorget i Stockholm https://t.co/CeVoQOi2Nx https://t.co/tg9JCrmHZ3,Keisuke 1970,277439806,pos
183,Fri Apr 07 15:26:40 +0000 2017,8.50369239437496E+017,"RT @Expressen: JUST NU: Skottlossning vid Fridhemsplan i Stockholm, skriver Dagens Nyheter.
https://t.co/YSDkE6sHHD https://t.co/TsLydSMm4d",Nora HolmgrenSjöberg,1566181297,pos
184,Fri Apr 07 15:26:55 +0000 2017,8.50369300942787E+017,RT @niklassvensson: Polisen bekräftar för Expressen att skottlossning har ägt rum vid Hötorget,Stefan Laurell,65617648,pos
185,Fri Apr 07 15:19:51 +0000 2017,8.50367523581293E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",❄ Mukro 🐤,1957191090,neg
186,Fri Apr 07 15:16:34 +0000 2017,8.50366695898305E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",Bruce Wayne,972210967,neg
187,Fri Apr 07 15:14:11 +0000 2017,8.50366100135195E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",Karin Johansson,3938003163,neg
188,Fri Apr 07 15:37:40 +0000 2017,8.50372009951474E+017,Skottlossning vid Fridhemsplan i Stockholm https://t.co/sj4uKXpUlA,mikael fröberg,793212420,pos
189,Fri Apr 07 15:35:39 +0000 2017,8.50371500427358E+017,Vet någon ifall det var en skottlossning i Globen elr ifall det bara var ett rykte? Svara snabbt tack! #prayforstockholm #Sweden,Sarah,3370720786,pos
190,Fri Apr 07 15:42:43 +0000 2017,8.50373278325776E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Linnéa Söderström,2161514587,none
191,Fri Apr 07 15:34:05 +0000 2017,8.50371105546269E+017,"RT @niklassvensson: Uppgifterna om skottlossning vid Fridhemsplan dementeras av polisen, uppger SVT.",MiMe,2787918088,neg
192,Fri Apr 07 15:31:12 +0000 2017,8.5037038221758E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Edvin Lindelöf,2543320890,none
193,Fri Apr 07 15:28:27 +0000 2017,8.50369687640842E+017,"RT @Expressen: Polisen bekräftar skottlossning vid Hötorget och vid Åhlens, enligt uppgifter till Expressen.
https://t.co/YSDkE6sHHD https:…",Ove Rang,303979393,pos
194,Fri Apr 07 15:20:19 +0000 2017,8.50367640967184E+017,"Ingen person gripen och ingen skottlossning bekräftad -Towe Hägg, Stockholmspolisens presstalesperson, till Ekot. https://t.co/TTCvQEnq9z",Anna Ceras,519667196,neg
195,Fri Apr 07 15:35:36 +0000 2017,8.50371486187704E+017,@blobarsmartin @leffesture Tjejen har sin salong precis där. Enligt henne har hon och hennes kollegor hört skottlos… https://t.co/kffdi3j7fd,vibe ✝,445667472,pos
196,Fri Apr 07 15:54:11 +0000 2017,8.50376166397673E+017,"RT @Expressen: JUST NU: Skottlossning vid Fridhemsplan i Stockholm, skriver Dagens Nyheter.
https://t.co/YSDkE6sHHD https://t.co/TsLydSMm4d",Andrea Peter,1394898288,pos
197,Fri Apr 07 16:12:33 +0000 2017,8.50380786142519E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",DrMuu,8689932,none
198,Fri Apr 07 16:11:32 +0000 2017,8.50380531527189E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Job,361314770,none
199,Fri Apr 07 16:06:46 +0000 2017,8.50379329439748E+017,RT @Ivarpi: Enligt uppgift till Expressen är skottlossning bekräftad vid Åhléns City och Hötorget.,AJAX,2792113275,pos
200,Fri Apr 07 16:01:17 +0000 2017,8.50377952571294E+017,RT @msigander: Polisen säger till TT att det inte finns några tecken på att det förekommit skottlossning vid #Fridhemsplan,Carl-Fredrik Fridén,3319143098,neg
201,Fri Apr 07 15:58:44 +0000 2017,8.5037730867438E+017,"RT @Ivarpi: Uppgifterna om skottlossning vid Fridhemsplan dementeras av polisen, uppger SVT.",Simon,1262972348,neg
202,Fri Apr 07 15:55:11 +0000 2017,8.50376415799325E+017,1) Ingen gripen. 2) Ingen bekräftad skottlossning. 3) All utrymning av andra platser är säkerhetsåtgärder. 4) Chilla med vad ni skriver.,K,19976657,neg
203,Fri Apr 07 15:48:45 +0000 2017,8.50374795363529E+017,"RT @Expressen: Polisen bekräftar skottlossning vid Hötorget och vid Åhlens, enligt uppgifter till Expressen.
https://t.co/YSDkE6sHHD https:…",Stanisław Iskra,549513785,pos
204,Fri Apr 07 15:46:25 +0000 2017,8.50374208848896E+017,"RT @polisen_sthlm: 2017-04-07 17:08, Misshandel, Sollentuna Samtal om ljud som beskrevs som skottlossning i Rotebro. https://t.co/yTBwoBJOe9",Arvid Kopp,2335607516,none
205,Fri Apr 07 15:56:39 +0000 2017,8.50376785611174E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Pia K,36988769,none
206,Fri Apr 07 15:55:24 +0000 2017,8.50376472711844E+017,RT @msigander: Polisen säger till TT att det inte finns några tecken på att det förekommit skottlossning vid #Fridhemsplan,TT Nyhetsbyrån,33863096,neg
207,Fri Apr 07 15:45:31 +0000 2017,8.50373981840573E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",linda,287851691,none
208,Fri Apr 07 15:43:43 +0000 2017,8.50373531749818E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Danne Lundgren,558159669,none
209,Fri Apr 07 15:48:55 +0000 2017,8.50374839307301E+017,"RT @Claes_Hemberg: Polisens presskonferens (ekot) bekräftar:
- lastbil körde på drottninggatan
- okänt antalet döda
Polisen talar INTE om s…",♕ saga {hiatus},3066039743,neg
210,Fri Apr 07 16:05:41 +0000 2017,8.50379060236734E+017,"RT @polisen_sthlm: 2017-04-07 17:08, Misshandel, Sollentuna Samtal om ljud som beskrevs som skottlossning i Rotebro. https://t.co/yTBwoBJOe9",Rolf,1402965540,none
211,Fri Apr 07 16:13:42 +0000 2017,8.50381075473985E+017,"Sedan sprang folk igen på Kungsholmen, vi låstes in i en butik i 15 minuter. När vi kom ut: rykten om skottlossning vid Fridhemsplan.",Mattias Österlind,448918406,pos
212,Fri Apr 07 16:26:59 +0000 2017,8.50384418778882E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Donny 🤔,20506549,none
213,Fri Apr 07 16:25:36 +0000 2017,8.50384070324478E+017,RT @Ivarpi: Enligt uppgift till Expressen är skottlossning bekräftad vid Åhléns City och Hötorget.,Jan Johansson,3212088126,pos
214,Fri Apr 07 16:16:42 +0000 2017,8.50381830570291E+017,RT @MartinaSundman: Dom har varit och letat bevis men inte hittat någon som tyder på skottlossning.,Eva Hallander,382840057,neg
215,Fri Apr 07 16:14:19 +0000 2017,8.50381231950897E+017,RT @Ivarpi: Enligt uppgift till Expressen är skottlossning bekräftad vid Åhléns City och Hötorget.,Säkpol_SE,2914427715,pos
216,Fri Apr 07 16:14:12 +0000 2017,8.50381200485224E+017,RT @niklassvensson: Polisen bekräftar för Expressen att skottlossning har ägt rum vid Hötorget,Ella Grön,8.28037843087798E+017,pos
217,Fri Apr 07 16:14:06 +0000 2017,8.50381177517113E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Aidaho,973744130,none
218,Fri Apr 07 16:13:08 +0000 2017,8.50380932632764E+017,RT @Nyheterna: Flera personer ska vara döda efter att lastbil körde rakt in bland människor. Även larm om skottlossning.,martina,1593929551,pos
219,Fri Apr 07 17:10:34 +0000 2017,8.50395388255367E+017,"RT @svtnyheter: Vittnen: ”Vi sprang från skottlossning på Stockholms centralstation”
https://t.co/t11EfRrRIL #svtnyheter https://t.co/DEZko…",Michelle Cole,2973753393,pos
220,Fri Apr 07 17:02:27 +0000 2017,8.50393345088205E+017,"RT @svtnyheter: Vittnen: ”Vi sprang från skottlossning på Stockholms centralstation”
https://t.co/t11EfRrRIL #svtnyheter https://t.co/DEZko…",andreas frey,1374333223,pos
221,Fri Apr 07 16:46:41 +0000 2017,8.50389374919422E+017,RT @xwerhelat: Uppgifter om skottlossning på fridhemsplan har dementerats av polisen,♀elisophie♀,1548333445,neg
222,Fri Apr 07 16:53:28 +0000 2017,8.50391085281104E+017,RT @GripenNews: Är det för tidigt att begära en haveriutredning på alla reportrar och dyligt som spred uppgifter om skottlossning runt om i…,Oroande utveckling,119590590,none
223,Fri Apr 07 16:42:00 +0000 2017,8.50388198668853E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Daniel Ovechkin,102844046,none
224,Fri Apr 07 16:32:39 +0000 2017,8.50385844892553E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Rikard Branting,62354300,none
225,Fri Apr 07 16:31:22 +0000 2017,8.503855208699E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Talented Mr. Rippe,249048781,none
226,Fri Apr 07 16:31:04 +0000 2017,8.50385444621738E+017,RT @MartinaSundman: Dom har varit och letat bevis men inte hittat någon som tyder på skottlossning.,Royne Soting,234795690,neg
