,datetime,tweetid,text,username,userid,value
1217,Fri Apr 07 16:15:13 +0000 2017,8.50381457541485E+017,RT @niklassvensson: Polisen bekräftar för Expressen att skottlossning har ägt rum vid Hötorget,Säkpol_SE,2914427715,pos
1218,Fri Apr 07 16:13:18 +0000 2017,8.50380974751756E+017,RT @Ivarpi: Enligt uppgift till Expressen är skottlossning bekräftad vid Åhléns City och Hötorget.,Charles Keatington,27838950,pos
1219,Fri Apr 07 16:22:23 +0000 2017,8.50383260576305E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",v_ktor,6045092,none
1220,Fri Apr 07 16:20:02 +0000 2017,8.50382670110634E+017,RT @xwerhelat: Uppgifter om skottlossning på fridhemsplan har dementerats av polisen,Elin Yngve,376857324,neg
1221,Fri Apr 07 16:16:43 +0000 2017,8.5038183522182E+017,"RT @mariageorgieva: Polisen dementerar uppgifterna om skottlossning vid Fridhemsplan i Sthlm, enligt SVT.",Marcus Bollcastle,2450068706,neg
1222,Fri Apr 07 16:16:40 +0000 2017,8.50381821309313E+017,RT @MartinaSundman: Jag tittade på polisens presskonferens och dom har inte kunnat bekräfta någon skottlossning alls.,Eva Hallander,382840057,pos
1223,Fri Apr 07 16:05:58 +0000 2017,8.503791302313E+017,"Får ett meddelande från vän på tågtrafikledningen som ba ""lås in er. Det ryktas om skottlossning vid Globen."" 

OBS ryktas om.",Schnuckiputz,119027493,pos
1224,Fri Apr 07 16:04:22 +0000 2017,8.50378726093279E+017,@fakeddun det skedde en skottlossning vid fridehemsplan precsis efter att lastbilen kördes in på drottninggatan,lovisa,2755397928,pos
1225,Fri Apr 07 16:02:58 +0000 2017,8.50378374874776E+017,@YeyoZa Hörde från vän som är fast i Stockholm att han pratat med kompis som sprungit från Fridhemsplan pga skottlossning.,J.Thestrup,371837761,pos
1226,Fri Apr 07 16:07:03 +0000 2017,8.50379402781372E+017,"RT @mariageorgieva: Polisen dementerar uppgifterna om skottlossning vid Fridhemsplan i Sthlm, enligt SVT.",Alexandra Ivanov,101657655,neg
1227,Fri Apr 07 16:36:43 +0000 2017,8.50386869049283E+017,Att man panikslagen försöker ta sig mot Kungsholmen och Fridhemsplan och när man nästan är framme står det att de är skottlossning där.,Emma,867514644,pos
1228,Fri Apr 07 16:41:31 +0000 2017,8.50388075238875E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Timmy Siik,472051094,none
1229,Fri Apr 07 16:39:06 +0000 2017,8.50387467236766E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Nora;,3021400438,none
1230,Fri Apr 07 16:36:54 +0000 2017,8.5038691640302E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Christoffer Forsberg,1375344943,none
1231,Fri Apr 07 16:34:41 +0000 2017,8.50386354668269E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Erik Nordeus,360480015,none
1232,Fri Apr 07 16:29:01 +0000 2017,8.50384931058536E+017,"RT @Claes_Hemberg: Polisens presskonferens (ekot) bekräftar:
- lastbil körde på drottninggatan
- okänt antalet döda
Polisen talar INTE om s…",Karl Andersson,3165217311,neg
1233,Fri Apr 07 16:00:39 +0000 2017,8.50377793913442E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",kari,7.99637183112081E+017,none
1234,Fri Apr 07 16:25:28 +0000 2017,8.50384036799406E+017,"Inte nog med dådet inne i centrala Stockholm, nere i vårt centrum för ca en timme sen var det skottlossning också samt polishelikopter 😔",Cornelia,391967064,pos
1235,Fri Apr 07 16:21:19 +0000 2017,8.5038299283295E+017,@junghooked Det var skottlossning i Fridhemsplan :((,j.k,8.04596597397082E+017,pos
1236,Fri Apr 07 17:00:01 +0000 2017,8.50392733294506E+017,Jag fattar inte varför nyhetsettan på svt.se handlar om skottlossning på Centralen?,Henrik Palm,20357773,pos
1237,Fri Apr 07 17:02:36 +0000 2017,8.50393380496474E+017,RT @dagensnyheter: JUST NU: Uppgifter om skottlossning på Hötorget i Stockholm https://t.co/CeVoQOi2Nx https://t.co/tg9JCrmHZ3,Valdemar Stenmark,7.99774550363816E+017,pos
1238,Fri Apr 07 16:54:29 +0000 2017,8.50391340529721E+017,Vittnen: ”Vi sprang från skottlossning på centralen” https://t.co/5FOb5VdLvt #Nyheter,Alliance_Fastigheter,1632751843,pos
1239,Fri Apr 07 16:56:30 +0000 2017,8.5039184664789E+017,RT @GripenNews: Är det för tidigt att begära en haveriutredning på alla reportrar och dyligt som spred uppgifter om skottlossning runt om i…,Torgny Forss,2385843607,none
1240,Fri Apr 07 16:54:29 +0000 2017,8.50391339669889E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Hänna,30745345,none
1241,Fri Apr 07 16:52:53 +0000 2017,8.50390938123895E+017,RT @GripenNews: Är det för tidigt att begära en haveriutredning på alla reportrar och dyligt som spred uppgifter om skottlossning runt om i…,Storstruten,1678892690,none
1242,Fri Apr 07 16:51:58 +0000 2017,8.50390705180693E+017,RT @GripenNews: Är det för tidigt att begära en haveriutredning på alla reportrar och dyligt som spred uppgifter om skottlossning runt om i…,Pappan Marcus,2155915072,none
1243,Fri Apr 07 16:47:30 +0000 2017,8.50389582101271E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Emilia Hall,1108564164,none
1244,Fri Apr 07 16:45:03 +0000 2017,8.50388963609256E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",🦈sharky🦈➗:((,7.9612542671641E+017,none
1245,Fri Apr 07 16:45:02 +0000 2017,8.50388962355098E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Mathias Berg,590293574,none
1246,Fri Apr 07 16:43:22 +0000 2017,8.5038854352454E+017,RT @GripenNews: Är det för tidigt att begära en haveriutredning på alla reportrar och dyligt som spred uppgifter om skottlossning runt om i…,Anders Lindstrom,2607477258,none
1247,Fri Apr 07 17:03:43 +0000 2017,8.50393665080091E+017,"RT @svtnyheter: Vittnen: ”Vi sprang från skottlossning på Stockholms centralstation”
https://t.co/t11EfRrRIL #svtnyheter https://t.co/DEZko…",ali.j.jira,158533234,pos
1248,Fri Apr 07 17:12:22 +0000 2017,8.5039583898368E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Niklas Rydberg Björk,598614731,none
1249,Fri Apr 07 17:10:53 +0000 2017,8.50395467280253E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Andreas Roth,2320596120,none
1250,Fri Apr 07 17:09:59 +0000 2017,8.50395241970635E+017,RT @GripenNews: Är det för tidigt att begära en haveriutredning på alla reportrar och dyligt som spred uppgifter om skottlossning runt om i…,Milo Yiannopoulos,479821390,none
1251,Fri Apr 07 17:27:38 +0000 2017,8.50399680244707E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",jonas gatu,2481690089,none
1252,Fri Apr 07 17:23:21 +0000 2017,8.50398603516547E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Johan Medin,878675346,none
1253,Fri Apr 07 17:19:31 +0000 2017,8.50397640877642E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…","Look sir, droids!",621045763,none
1254,Fri Apr 07 17:14:18 +0000 2017,8.50396327745815E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Yo Muffin Silvertazz,83384702,none
1255,Fri Apr 07 17:22:15 +0000 2017,8.50398325241238E+017,"@Oscar65_B Hmm... nee, de va ju inte ens skottlossning. Gör om, gör rätt ;)",Fabian Rainbowpirate,246512599,neg
1256,Fri Apr 07 17:26:06 +0000 2017,8.50399296222634E+017,@TheSharkWeek Händer inget nytt. Polisen dementerar skottlossning enl. SVT.,theDanneman,980017489,neg
1257,Fri Apr 07 18:41:55 +0000 2017,8.50418374417011E+017,Var det någon skottlossning alls någonstans?,saga,65091071,pos
1258,Fri Apr 07 18:42:43 +0000 2017,8.50418575252886E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Balklund,587604781,none
1259,Fri Apr 07 18:40:40 +0000 2017,8.50418059567411E+017,"RT @CarlMelin: Jag hoppas de som spred obekräftade rykten om skottlossning runt om i Sthlm lärt en läxa. Ta det lugnt, lyssna på polisen o…",Bibi Andersson ✎,501173464,none
1260,Fri Apr 07 18:34:12 +0000 2017,8.50416436040409E+017,"RT @CarlMelin: Jag hoppas de som spred obekräftade rykten om skottlossning runt om i Sthlm lärt en läxa. Ta det lugnt, lyssna på polisen o…",Pia Forés,330475867,none
1261,Fri Apr 07 18:32:52 +0000 2017,8.5041610003891E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Elin Malmgren,889412755,none
1262,Fri Apr 07 18:30:10 +0000 2017,8.50415419441676E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",hanna p,153161853,none
1263,Fri Apr 07 17:30:05 +0000 2017,8.50400300305441E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Cisklas,1520483852,none
1264,Fri Apr 07 17:39:48 +0000 2017,8.5040274511068E+017,@_space__cowboy_ @hanserik_erik Okej men har det varit skottlossning då?,Shark Week,2240950494,pos
1265,Fri Apr 07 17:29:47 +0000 2017,8.50400223432249E+017,"RT @polisen_sthlm: 2017-04-07 17:08, Misshandel, Sollentuna Samtal om ljud som beskrevs som skottlossning i Rotebro. https://t.co/yTBwoBJOe9",karen,33897159,pos
1266,Fri Apr 07 18:05:28 +0000 2017,8.50409204162736E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Erik Åshäll,476235372,none
1267,Fri Apr 07 18:00:22 +0000 2017,8.50407918654673E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Molly,372389848,none
1268,Fri Apr 07 18:12:54 +0000 2017,8.50411072389607E+017,"RT @Claes_Hemberg: Påkörningen på Drottninggatan: 
Tre döda.
Ingen skottlossning har ägt rum, säger polisen till ekot.
Låt oss inte sprida…",Eva Ruttkay,417884196,neg
1269,Fri Apr 07 17:46:46 +0000 2017,8.50404498589831E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",S. H,189184725,none
1270,Fri Apr 07 17:46:35 +0000 2017,8.50404452402123E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Christian Lundgren,260673312,none
1271,Fri Apr 07 17:44:42 +0000 2017,8.50403975623004E+017,RT @GripenNews: Är det för tidigt att begära en haveriutredning på alla reportrar och dyligt som spred uppgifter om skottlossning runt om i…,Secutor 🇸🇪🇮🇱🇺🇸,7.37801823990469E+017,pos
1272,Fri Apr 07 17:43:50 +0000 2017,8.50403759050166E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Jimmie Jephson,86047757,none
1273,Fri Apr 07 18:26:19 +0000 2017,8.50414448301003E+017,"RT @CarlMelin: Jag hoppas de som spred obekräftade rykten om skottlossning runt om i Sthlm lärt en läxa. Ta det lugnt, lyssna på polisen o…",Per Björklund,12691742,none
1274,Fri Apr 07 18:22:19 +0000 2017,8.50413445086417E+017,"RT @CarlMelin: Jag hoppas de som spred obekräftade rykten om skottlossning runt om i Sthlm lärt en läxa. Ta det lugnt, lyssna på polisen o…",David Nilssön,261786767,none
1275,Fri Apr 07 18:15:02 +0000 2017,8.5041160853905E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Johanna Johansson,573614786,none
1276,Fri Apr 07 18:13:31 +0000 2017,8.50411229965427E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",MerKärlek!,7.09436556088615E+017,none
1277,Fri Apr 07 17:45:09 +0000 2017,8.50404088474948E+017,"Inget nytt om trolig skottlossning Globen. Antagligen rykten.
Ta hand om era familjer🙏 https://t.co/3P4ObPsVsi",Niklas Lusth,3302176222,neg
1278,Fri Apr 07 18:01:40 +0000 2017,8.50408247643316E+017,Sprang omkring vid rådhuset i panik samtidigt som det gick rykten om skottlossning där. Har nog aldrig haft sådan dödsångest förut.,c,97307050,pos
1279,Fri Apr 07 18:09:06 +0000 2017,8.50410117375898E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Jon Jordås,223205391,none
1280,Fri Apr 07 18:39:10 +0000 2017,8.50417682742727E+017,Förfärligt med falska rykten om skottlossning tidigare idag mitt i paniken. Det hoppas jag att både vi och redaktionerna lärt sig något av.,Axel Sandin,19626620,neg
1281,Fri Apr 07 18:53:07 +0000 2017,8.50421193131864E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",TakeBult,272649597,none
1282,Fri Apr 07 18:52:47 +0000 2017,8.5042110923325E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Bluffsyndromet,57004402,none
1283,Fri Apr 07 18:50:15 +0000 2017,8.50420474135929E+017,"RT @CarlMelin: Jag hoppas de som spred obekräftade rykten om skottlossning runt om i Sthlm lärt en läxa. Ta det lugnt, lyssna på polisen o…",Per-Olov Norman,332164914,pos
1284,Fri Apr 07 18:46:58 +0000 2017,8.50419647409263E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Ebba Axelsson,8.47924256113603E+017,none
1285,Fri Apr 07 18:43:02 +0000 2017,8.50418658065212E+017,RT @axelsandin: Förfärligt med falska rykten om skottlossning tidigare idag mitt i paniken. Det hoppas jag att både vi och redaktionerna lä…,Johan Glimsjö,4349499448,neg
1286,Fri Apr 07 18:52:56 +0000 2017,8.50421149045576E+017,@CarlMelin @molcandr Fast det var ju skottlossning. Polisen kanske menar att det inte var skottväxling?,Alec Axelblom,250257768,pos
1287,Fri Apr 07 18:44:57 +0000 2017,8.50419140326298E+017,"@axelsandin Vidrigt, satt i bilen och hörde att det skulle vara skottlossning vid mina grabbars skola #panik #mediaochsjälvransakan",Patrik Niklasson,396498430,pos
1288,Fri Apr 07 18:56:40 +0000 2017,8.50422087416259E+017,RT @GripenNews: Är det för tidigt att begära en haveriutredning på alla reportrar och dyligt som spred uppgifter om skottlossning runt om i…,Martin,411738619,none
1289,Fri Apr 07 19:39:29 +0000 2017,8.5043286186181E+017,RT @axelsandin: Förfärligt med falska rykten om skottlossning tidigare idag mitt i paniken. Det hoppas jag att både vi och redaktionerna lä…,Sofia Wahlgren✨,864855362,neg
1290,Fri Apr 07 19:38:19 +0000 2017,8.50432569866891E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Malin Furöstam,314591316,none
1291,Fri Apr 07 19:35:55 +0000 2017,8.50431963651506E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",marie s c,7.23453130764083E+017,none
1292,Fri Apr 07 19:34:00 +0000 2017,8.50431482229391E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Nadé,88881324,none
1293,Fri Apr 07 19:18:37 +0000 2017,8.50427610429575E+017,RT @axelsandin: Förfärligt med falska rykten om skottlossning tidigare idag mitt i paniken. Det hoppas jag att både vi och redaktionerna lä…,Storstruten,1678892690,neg
1294,Fri Apr 07 19:16:45 +0000 2017,8.50427140503986E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Conny Isaksson,2261571478,none
1295,Fri Apr 07 19:15:27 +0000 2017,8.50426816468832E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Elisabeth Ericson,347301844,none
1296,Fri Apr 07 19:42:37 +0000 2017,8.50433653314343E+017,"RT @CarlMelin: Jag hoppas de som spred obekräftade rykten om skottlossning runt om i Sthlm lärt en läxa. Ta det lugnt, lyssna på polisen o…",Niclas Pontén,497253497,neg
1297,Fri Apr 07 19:35:04 +0000 2017,8.50431750723523E+017,RT @axelsandin: Förfärligt med falska rykten om skottlossning tidigare idag mitt i paniken. Det hoppas jag att både vi och redaktionerna lä…,Valter Skarsgård,2722682983,neg
1298,Fri Apr 07 19:08:21 +0000 2017,8.50425027384267E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Pär,36622150,none
1299,Fri Apr 07 19:06:25 +0000 2017,8.5042454091622E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Sanne,465945195,none
1300,Fri Apr 07 19:51:03 +0000 2017,8.50435775699321E+017,"RT @CarlMelin: Jag hoppas de som spred obekräftade rykten om skottlossning runt om i Sthlm lärt en läxa. Ta det lugnt, lyssna på polisen o…",Jens Carlson,143437965,neg
1301,Fri Apr 07 19:57:55 +0000 2017,8.50437503005991E+017,"Det påstods vara skottlossning i Kista, Fridhemsplan och Hötorget. Blir ju fullskalig panik.",Thomas Vakili,366214994,pos
1302,Fri Apr 07 19:46:27 +0000 2017,8.50434614367793E+017,Under ganska lång stund i eftermiddags var jag (bara genom att läsa etablerade tidningar) övertygad om att skottlossning förekommit i Sthlm.,Mattias Axelsson,24923734,none
1303,Fri Apr 07 18:59:09 +0000 2017,8.50422713407725E+017,@mannerfrid @svtnyheter @Aftonbladet @SvD Var ingen skottlossning alls kring detta vid drottninggatan/åhlens,Palm,1288630118,neg
1304,Fri Apr 07 20:24:14 +0000 2017,8.50444126755729E+017,"RT @owenil: Det visade sig att paniken jag bevittnade på Centralen var en följd av ""uppgifterna"" om skottlossning.",K,19976657,none
1305,Fri Apr 07 20:23:43 +0000 2017,8.5044399604018E+017,"RT @owenil: Det visade sig att paniken jag bevittnade på Centralen var en följd av ""uppgifterna"" om skottlossning.",LENNY,825316304,none
1306,Fri Apr 07 20:19:27 +0000 2017,8.50442920708764E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",..,221399332,none
1307,Fri Apr 07 20:17:17 +0000 2017,8.50442377718366E+017,Polisen i Stockholm bekräftar inte skottlossning på någon plats alls.,Emma J Lindström,101580853,neg
1308,Fri Apr 07 20:16:22 +0000 2017,8.50442144552759E+017,Btw så har polisen INTE bekräftat skottlossning på Hötorget.,Emma J Lindström,101580853,neg
1309,Fri Apr 07 21:09:40 +0000 2017,8.50455559509815E+017,"RT @Nyheter24: Polisen: Vi kan inte bekräfta någon skottlossning i Stockholm

https://t.co/4g2lFvzdsF",Emma J Lindström,101580853,neg
1310,Fri Apr 07 21:10:09 +0000 2017,8.50455678326112E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",🖤emelie,170724043,none
1311,Fri Apr 07 21:03:30 +0000 2017,8.50454007252492E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Lilla Spöket Joanna,256494685,none
1312,Fri Apr 07 21:00:38 +0000 2017,8.50453283344875E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",EHRÉN,7.59107137746371E+017,none
1313,Fri Apr 07 20:12:06 +0000 2017,8.50441071138144E+017,RT @Ivarpi: Enligt uppgift till Expressen är skottlossning bekräftad vid Åhléns City och Hötorget.,Rainking⚰,4219716856,pos
1314,Fri Apr 07 20:07:04 +0000 2017,8.50439806538703E+017,RT @Ivarpi: Enligt uppgift till Expressen är skottlossning bekräftad vid Åhléns City och Hötorget.,viola,577130542,pos
1315,Fri Apr 07 20:09:03 +0000 2017,8.50440304654258E+017,"Journalister jag har stor respekt för spred rykten om skottlossning idag. Alla kan göra misstag i pressade lägen, men lär av detta snälla.",Per Björklund,12691742,none
1316,Fri Apr 07 20:01:33 +0000 2017,8.50438416667955E+017,"Vittne säger sig ""känna lukten av krutrök""....fast ingen skottlossning förekommit. Nåt att tänka på när man ""litar"" på vittnen.",Demokratikompaniet,90507295,neg
1317,Fri Apr 07 20:11:42 +0000 2017,8.50440972018364E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",Felicia Takman,320409718,neg
1318,Fri Apr 07 20:33:43 +0000 2017,8.50446510819029E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",emma,928045765,none
1319,Fri Apr 07 20:33:04 +0000 2017,8.50446345739674E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Julius Ringhög,1976544247,none
1320,Fri Apr 07 20:56:10 +0000 2017,8.50452160143921E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Jesper Zerman,300159436,none
1321,Fri Apr 07 20:50:55 +0000 2017,8.50450839609246E+017,Var och när startade ryktet om skottlossning? Någon som har grävt efter ursprungskällan?,Camilla Palmér,138828773,none
1322,Fri Apr 07 20:31:26 +0000 2017,8.50445935415046E+017,"@owenil @YB_Sodermalm Ja, i svt sades att någon hade hört skottlossning utanför huset de befann sig i. Det stämde alltså inte?",mobproduktion,3251292461,none
1323,Fri Apr 07 21:57:14 +0000 2017,8.50467527092294E+017,RT @axelsandin: Förfärligt med falska rykten om skottlossning tidigare idag mitt i paniken. Det hoppas jag att både vi och redaktionerna lä…,Emma Selin Rothelius,520345380,none
1324,Fri Apr 07 21:51:49 +0000 2017,8.504661652647E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Fredrik Edin,24513009,none
1325,Fri Apr 07 21:51:13 +0000 2017,8.50466015561626E+017,RT @jonielol: Polisen bekräftar ingen skottlossning ALLS i Stockholm idag,gal pal kirk,582010341,neg
1326,Fri Apr 07 21:44:21 +0000 2017,8.50464287780995E+017,RT @Republiken: Vad svensk media gjort idag: Spridit obekräftade rykten om skottlossning,Nicklas,3296816314,none
1327,Fri Apr 07 21:59:34 +0000 2017,8.50468116689768E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",PeterOlsson,18976603,none
1328,Fri Apr 07 22:05:23 +0000 2017,8.50469578908078E+017,RT @Republiken: Vad svensk media gjort idag: Spridit obekräftade rykten om skottlossning,- | Tobias Viltonius,333098071,none
1329,Fri Apr 07 21:58:14 +0000 2017,8.50467781304877E+017,RT @Republiken: Vad svensk media gjort idag: Ljugit om att polisen bekräftat att skottlossning ägt rum samtidigt som de dementerat det,David Fallgren,86173920,none
1330,Fri Apr 07 21:37:55 +0000 2017,8.50462666107888E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Michaela Leo,391303859,none
1331,Fri Apr 07 21:36:41 +0000 2017,8.50462355456741E+017,RT @Republiken: Vad svensk media gjort idag: Spridit obekräftade rykten om skottlossning,L'égrégore André ꕭꕬ,151943648,none
1332,Fri Apr 07 21:21:59 +0000 2017,8.5045865790933E+017,RT @snedslagenspik: Nåddes av falska rykten om skottlossning på platsen där jag befann mig. Snälla sprid ej uppgifter som ej är bekräftade…,Amanda&TheDiamonds,76448251,neg
1333,Fri Apr 07 21:17:50 +0000 2017,8.5045761497883E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Lina Wessberg,555171025,none
1334,Fri Apr 07 22:06:44 +0000 2017,8.50469919103824E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Seth Örbrink,8.1845724840611E+017,none
1335,Fri Apr 07 21:09:05 +0000 2017,8.50455412293996E+017,"Men ... fick vi någonsin klarhet om skottlossning i Fridhemsplan??

Jag har följt nyheter hela dagen men jag har många frågetecken.",Tinna Aktielainen 🤑,3303832594,none
